Price,Close,High,Low,Open,Volume,Daily_Change_%,MA_7,MA_30,High_Low_Diff
2020-03-16,29.67133331298828,32.9913330078125,29.47800064086914,31.299999237060547,307342500.0,-18.57780645558401,39.45980943952288,49.46208864847819,3.5133323669433594
2020-03-17,28.68000030517578,31.456666946411133,26.399999618530277,29.333999633789062,359919000.0,-3.341046380880208,36.857142857142854,48.68475532531738,5.056667327880856
2020-03-18,24.08133316040039,26.99066734313965,23.367332458496094,25.933332443237305,356793000.0,-16.03440409986845,34.506857190813335,47.51622200012207,3.6233348846435547
2020-03-19,28.50933265686035,30.13333320617676,23.8973331451416,24.979999542236328,452932500.0,18.387684215678778,32.43361909048898,46.83386643727621,6.23600006103516
2020-03-20,28.50200080871582,31.799999237060547,28.38599967956543,29.21333312988281,424282500.0,-0.025717361513777348,30.465047563825333,46.11957753499349,3.413999557495117
2020-03-23,28.952667236328125,29.46666717529297,27.36666679382324,28.906667709350582,246817500.0,1.5811747064244486,29.262571607317245,45.42228864034017,2.10000038146973
2020-03-24,33.66666793823242,34.24599838256836,31.600000381469727,31.81999969482422,343428000.0,16.281749323562988,28.86619077410017,44.83055534362793,2.645998001098633
2020-03-25,35.95000076293945,37.133331298828125,34.07400131225586,36.34999847412109,318340500.0,6.782176450892674,29.763143266950333,44.308044306437175,3.0593299865722656
2020-03-26,35.21066665649414,37.33333206176758,34.150001525878906,36.49266815185547,260710500.0,-2.0565621439638027,30.696095602852957,43.77664426167806,3.183330535888672
2020-03-27,34.29066848754883,35.0533332824707,32.935333251953125,33.66666793823242,215661000.0,-2.6128393930185068,32.15457207815988,43.132999928792316,2.118000030517578
2020-03-30,33.47533416748047,34.44333267211914,32.7486686706543,34.017333984375,179971500.0,-2.377714859552571,32.864000865391326,42.47099990844727,1.6946640014648438
2020-03-31,34.93333435058594,36.19733428955078,33.133331298828125,33.41666793823242,266572500.0,4.355446239344318,33.782762799944194,41.727888870239255,3.0640029907226562
2020-04-01,32.104000091552734,34.26333236694336,31.67333221435547,33.599998474121094,200298000.0,-8.099239055277142,34.232953207833425,40.75931116739909,2.5900001525878906
2020-04-02,30.29800033569336,32.95066833496094,29.76000022888184,32.06866836547852,297876000.0,-5.625466454987249,33.75171497889927,39.770555623372395,3.190668106079098
2020-04-03,32.000667572021484,34.36600112915039,31.22599983215332,33.96666717529297,338431500.0,5.619734693587186,33.18752452305385,38.835022354125975,3.1400012969970703
2020-04-06,34.41600036621094,34.733333587646484,33.19733428955078,34.08000183105469,223527000.0,7.547757523349929,33.074000767299104,38.12935574849447,1.5359992980957031
2020-04-07,36.36333465576172,37.66666793823242,35.48933410644531,36.33333206176758,268797000.0,5.658223700690801,33.370095934186665,37.56388918558756,2.1773338317871094
2020-04-08,36.589332580566406,37.14733123779297,35.55533218383789,36.9466667175293,189840000.0,0.6214994497730331,33.8149528503418,37.05286699930827,1.5919990539550781
2020-04-09,38.20000076293945,38.345333099365234,37.14066696166992,37.4726676940918,204750000.0,4.402015748241661,34.28161948067801,36.817311477661136,1.2046661376953125
2020-04-13,43.39666748046875,43.46666717529297,38.70199966430664,39.34400177001953,337131000.0,13.603839302984921,35.894857679094585,36.77944488525391,4.764667510986328
2020-04-14,47.32600021362305,49.45866775512695,46.1619987487793,46.59799957275391,458647500.0,9.054457315006381,38.3274290902274,36.70448926289876,3.2966690063476562
2020-04-15,48.65533447265625,50.20866775512695,47.33333206176758,49.46666717529297,353655000.0,2.8088878270565276,40.70666721888951,36.66964480082194,2.875335693359375
2020-04-16,49.68066787719727,50.630001068115234,47.11466598510742,47.79600143432617,309868500.0,2.107340162500071,42.88733400617327,36.66011149088542,3.5153350830078125
2020-04-17,50.25933456420898,51.663333892822266,49.84400177001953,51.48533248901367,196923000.0,1.164772358620625,44.87247685023716,36.725333786010744,1.8193321228027344
2020-04-20,49.75733184814453,51.03799819946289,47.48066711425781,48.8466682434082,221199000.0,-0.9988248360572882,46.75361960274832,36.8206226348877,3.557331085205078
2020-04-21,45.78133392333984,50.22200012207031,44.91933441162109,48.67466735839844,303136500.0,-7.990777996173771,47.83666719709124,36.99555600484212,5.302665710449226
2020-04-22,48.80733489990234,48.93333435058594,45.91400146484375,46.93199920654297,212482500.0,6.609682849410836,48.609619685581755,37.18840052286784,3.0193328857421875
2020-04-23,47.04199981689453,48.93333435058594,46.87533187866211,48.50666809082031,198550500.0,-3.6169462779073736,48.56904820033482,37.34706713358561,2.058002471923828
2020-04-24,48.34333419799805,48.71533203125,46.54533386230469,47.387332916259766,198180000.0,2.766324531628772,48.52447673252651,37.71284497578939,2.1699981689453125
2020-04-27,53.25,53.29933166503906,49.0,49.17399978637695,310221000.0,10.149622245552825,49.03438132149832,38.27313385009766,4.2993316650390625
2020-04-28,51.27466583251953,53.66666793823242,50.44599914550781,53.042667388916016,228330000.0,-3.7095477323576875,49.17942864554269,38.99324493408203,3.2206687927246094
2020-04-29,53.367332458496094,53.54666519165039,52.21066665649414,52.678001403808594,243240000.0,4.081287692467694,49.695143018450054,39.816156005859376,1.33599853515625
2020-04-30,52.12533187866211,57.98799896240234,50.900001525878906,57.01266860961914,427078500.0,-2.327267492336982,50.60142844063895,40.750955963134764,7.08799743652343
2020-05-01,46.75466537475586,51.51800155639648,45.5359992980957,50.33333206176758,487977000.0,-10.303371336624089,50.3081899370466,41.35913372039795,5.982002258300774
2020-05-04,50.74599838256836,50.79999923706055,46.53333282470703,46.73333358764648,288556500.0,8.536758793631606,50.837332589285715,42.10060030619304,4.266666412353516
2020-05-05,51.2140007019043,53.26133346557617,50.8120002746582,52.65266799926758,254875500.0,0.9222447764407393,51.247427804129465,42.842644755045576,2.4493331909179688
2020-05-06,52.172000885009766,52.6533317565918,50.740665435791016,51.76666641235352,166848000.0,1.8705825945557253,51.09342793055943,43.45948918660482,1.9126663208007812
2020-05-07,52.00266647338867,53.09333419799805,51.4900016784668,51.81399917602539,172915500.0,-0.3245695176505081,51.19742802211216,43.99457804361979,1.60333251953125
2020-05-08,54.62799835205078,54.93333435058594,52.46733474731445,52.917999267578125,241297500.0,5.048456274844226,51.37752314976284,44.64182243347168,2.4659996032714844
2020-05-11,54.08599853515625,54.93333435058594,52.33333206176758,52.70066833496094,247794000.0,-0.9921648847567299,51.657618386404856,45.301666768391925,2.6000022888183594
2020-05-12,53.96066665649414,56.21933364868164,53.86666870117188,55.133331298828125,238603500.0,-0.2317270311292141,52.687047140938894,45.98451118469238,2.3526649475097585
2020-05-13,52.73066711425781,55.06666564941406,50.88666534423828,54.72200012207031,285982500.0,-2.279437261341355,52.97057124546596,46.57775561014811,4.180000305175781
2020-05-14,53.55533218383789,53.55733489990234,50.93333435058594,52.0,205233000.0,1.5639192802040291,53.30504717145647,47.29280001322429,2.624000549316399
2020-05-15,53.27799987792969,53.66999816894531,52.436668395996094,52.68999862670898,157776000.0,-0.5178425650618879,53.46304702758789,48.058799997965494,1.2333297729492188
2020-05-18,54.242000579833984,55.64799880981445,53.59199905395508,55.185333251953125,174987000.0,1.8093785504579962,53.782951899937224,48.80017776489258,2.055999755859375
2020-05-19,53.867332458496094,54.80466842651367,53.73866653442383,54.34466552734375,144547500.0,-0.6907343337870575,53.67428534371512,49.44855550130208,1.0660018920898438
2020-05-20,54.37066650390625,55.06666564941406,54.119998931884766,54.70000076293945,109639500.0,0.934395713390801,53.714952196393696,50.04879989624023,0.9466667175292969
2020-05-21,55.17333221435547,55.5,53.06666564941406,54.400001525878906,183819000.0,1.476284478490908,53.88819013323103,50.66826655069987,2.4333343505859375
2020-05-22,54.45866775512695,55.45199966430664,54.133331298828125,54.81133270263672,149812500.0,-1.2953077701596039,54.1350473676409,51.21022211710612,1.3186683654785156
2020-05-26,54.5913314819336,55.63999938964844,54.38066864013672,55.633331298828125,121345500.0,0.24360442933193394,54.283047267368865,51.583377583821616,1.2593307495117188
2020-05-27,54.68199920654297,55.18066787719727,52.33333206176758,54.7239990234375,173242500.0,0.16608447192640874,54.4836186000279,51.82857755025228,2.8473358154296946
2020-05-28,53.72066879272461,54.98333358764648,53.44599914550781,54.23400115966797,108834000.0,-1.7580381620416863,54.40914263044085,51.99742202758789,1.5373344421386648
2020-05-29,55.66666793823242,55.66666793823242,53.61399841308594,53.91666793823242,176467500.0,3.6224402808837652,54.66619055611746,52.19695536295573,2.0526695251464844
2020-06-01,59.87333297729492,59.93333435058594,56.93999862670898,57.20000076293945,224092500.0,7.556883131087,55.45228576660156,52.51742197672526,2.9933357238769602
2020-06-02,58.77066802978516,60.57733154296875,58.06666564941406,59.64666748046875,203484000.0,-1.8416628784101774,55.96619088309152,52.817866516113284,2.5106658935546875
2020-06-03,58.86399841308594,59.86266708374024,58.67333221435547,59.20800018310547,119242500.0,0.15880436011630472,56.595523834228516,53.25395533243815,1.1893348693847727
2020-06-04,57.62533187866211,59.71666717529297,57.22933197021485,59.32533264160156,133315500.0,-2.1042854169221026,57.02895246233259,53.547888565063474,2.487335205078118
2020-06-05,59.04399871826172,59.10133361816406,57.74666595458984,58.52266693115234,117178500.0,2.4618805538279664,57.65209524972098,53.94795519510905,1.3546676635742259
2020-06-08,63.32799911499024,63.33333206176758,60.61066818237305,61.26666641235352,212620500.0,7.25560681818036,59.024571010044646,54.44744402567546,2.7226638793945312
2020-06-09,62.711334228515625,63.62933349609375,61.595333099365234,62.66733169555664,170823000.0,-0.9737634144336149,60.030951908656526,54.76282183329264,2.0340003967285156
2020-06-10,68.336669921875,68.49866485595703,65.5,66.12533569335938,278451000.0,8.970205725269786,61.24000004359654,55.33155530293782,2.9986648559570312
2020-06-11,64.85600280761719,67.9306640625,64.80000305175781,66.01333618164062,238747500.0,-5.09341048991272,62.10933358328683,55.714510981241865,3.1306610107421875
2020-06-12,62.35200119018555,65.8653335571289,60.84000015258789,65.33333587646484,251451000.0,-3.860863311078977,62.60761969430106,56.05539995829265,5.025333404541016
2020-06-15,66.05999755859375,66.5893325805664,60.56666564941406,61.18600082397461,235458000.0,5.94687627923618,63.81257193429129,56.69891103108724,6.022666931152344
2020-06-16,65.47533416748047,67.52532958984375,64.15933227539062,67.4566650390625,210766500.0,-0.8850490655781473,64.73133414132255,57.18988889058431,3.365997314453125
2020-06-17,66.11933135986328,67.0,65.50466918945312,65.84733581542969,148362000.0,0.9835722116904755,65.13009589059013,57.68673324584961,1.495330810546875
2020-06-18,66.9306640625,67.94667053222656,66.2979965209961,66.86666870117188,146278500.0,1.2270733625858066,65.73285729544503,58.17868868509928,1.6486740112304688
2020-06-19,66.72666931152344,67.73133087158203,66.0893325805664,67.51866912841797,130195500.0,-0.30478518902198326,65.50285720825195,58.66948877970378,1.641998291015625
2020-06-22,66.28800201416016,67.2586669921875,66.00133514404297,66.663330078125,95436000.0,-0.6574092516371532,65.70742852347237,59.05815556844075,1.2573318481445312
2020-06-23,66.78533172607422,67.46666717529297,66.267333984375,66.59200286865234,95479500.0,0.7502559992799585,66.34076145717076,59.481466674804686,1.1993331909179688
2020-06-24,64.0566635131836,66.72533416748047,63.542667388916016,66.27400207519531,164394000.0,-4.085729818760941,66.05457087925502,59.817999903361006,3.182666778564453
2020-06-25,65.73200225830078,65.73200225830078,62.47666549682617,63.61800003051758,138817500.0,2.615401198303724,66.09123774937221,60.251377741495766,3.2553367614746094
2020-06-26,63.982666015625,66.33333587646484,63.65800094604492,66.31866455078125,132823500.0,-2.6613159231048233,65.78599984305245,60.59895553588867,2.675334930419922
2020-06-29,67.29000091552734,67.33333587646484,63.23466873168945,64.60066986083984,135396000.0,5.169110801188981,65.83733367919922,61.06602223714193,4.098667144775391
2020-06-30,71.98733520507812,72.51266479492188,66.91533660888672,67.0999984741211,253777500.0,6.98073149894527,66.58885737827846,61.65753339131673,5.597328186035156
2020-07-01,74.64199829101562,75.68866729736328,72.03333282470703,72.19999694824219,199903500.0,3.687680726581788,67.78228541782924,62.35002225240071,3.65533447265625
2020-07-02,80.57733154296875,81.86666870117188,79.04000091552734,81.43199920654297,258751500.0,7.951734128033849,69.75257110595703,63.2235777537028,2.8266677856445312
2020-07-06,91.43866729736328,91.85266876220705,84.40266418457031,85.11266326904297,308548500.0,13.47939370342961,73.66428593226841,64.43242225646972,7.450004577636733
2020-07-07,92.65733337402344,95.3000030517578,89.11399841308594,93.6673355102539,322345500.0,1.3327688522591696,77.51076180594308,65.70571111043294,6.186004638671861
2020-07-08,91.05867004394533,94.48400115966795,87.42266845703125,93.66666412353516,244669500.0,-1.725350030984485,81.37876238141742,66.9212890625,7.0613327026367045
2020-07-09,92.9520034790039,93.90399932861328,90.08533477783205,93.1326675415039,175764000.0,2.079245649145589,85.04476274762835,68.19695587158203,3.818664550781236
2020-07-10,102.97666931152344,103.2613296508789,91.73400115966795,93.06666564941406,350064000.0,10.784776505418648,89.47181047712054,69.838822555542,11.527328491210952
2020-07-13,99.8040008544922,119.66600036621094,98.0739974975586,110.5999984741211,584781000.0,-3.080958510547016,93.0663822719029,71.31006698608398,21.592002868652344
2020-07-14,101.12000274658205,106.0,95.4000015258789,103.73332977294922,351271500.0,1.3185863099901995,96.0010495867048,72.68495597839356,10.599998474121094
2020-07-15,103.06732940673828,103.33333587646484,97.13333129882812,102.86666870117188,245517000.0,1.9257581163604653,97.66228703090123,74.16151135762533,6.200004577636719
2020-07-16,100.04266357421876,102.11399841308594,97.73332977294922,98.47733306884766,214512000.0,-2.934650436689956,98.71733420235772,75.53413352966308,4.380668640136719
2020-07-17,100.05599975585938,102.50066375732422,99.33333587646484,100.89666748046876,139950000.0,0.013330494375241031,100.00266701834543,76.94848912556967,3.167327880859375
2020-07-20,109.53333282470705,110.0,99.1999969482422,101.267333984375,256821000.0,9.472028755869456,102.37142835344589,78.63146692911783,10.800003051757798
2020-07-21,104.55733489990234,111.66666412353516,103.86666870117188,109.32866668701172,241608000.0,-4.542907438750266,102.5972377232143,80.00577812194824,7.799995422363281
2020-07-22,106.15533447265624,108.4280014038086,104.13333129882812,106.5999984741211,212416500.0,1.5283476518254124,103.50457109723774,81.4539114634196,4.294670104980469
2020-07-23,100.87133026123048,112.5999984741211,98.71800231933594,111.93000030517578,364927500.0,-4.977615338574271,103.46904645647321,82.53840014139811,13.881996154785156
2020-07-24,94.46666717529295,97.66666412353516,91.10266876220705,94.40066528320312,290949000.0,-6.34933937061315,102.2403804234096,83.52542228698731,6.563995361328111
2020-07-27,102.63999938964844,103.1959991455078,94.1999969482422,95.66666412353516,240730500.0,8.652080631985237,102.61142839704242,84.86835556030273,8.996002197265597
2020-07-28,98.43267059326172,104.3133316040039,98.29467010498048,100.26667022705078,237130500.0,-4.099112257799797,102.37952423095703,85.94744466145833,6.018661499023423
2020-07-29,99.94066619873048,102.32066345214844,99.13333129882812,100.06666564941406,141403500.0,1.532007204904584,101.00914328438895,87.0962890625,3.1873321533203125
2020-07-30,99.16600036621094,100.8826675415039,98.06666564941406,99.1999969482422,114315000.0,-0.7751257440881343,100.23895263671875,88.19784469604492,2.8160018920898438
2020-07-31,95.38400268554688,101.13666534423828,94.73200225830078,101.0,183123000.0,-3.8138047987188117,98.70019095284599,89.14628931681315,6.4046630859375
2020-08-03,99.0,100.65399932861328,96.29199981689452,96.61333465576172,132139500.0,3.7909892777031162,98.43285805838448,90.22206700642904,4.361999511718764
2020-08-04,99.13333129882812,101.82733154296876,97.46666717529295,99.6673355102539,126225000.0,0.13467807962437295,99.09952436174665,91.31691131591796,4.36066436767581
2020-08-05,99.00133514404295,99.98933410644533,97.88733673095705,99.5326690673828,74217000.0,-0.1331501252462508,98.57971518380302,92.39077809651693,2.1019973754882812
2020-08-06,99.30533599853516,101.15399932861328,98.48400115966795,99.38866424560548,89884500.0,0.3070674289896047,98.70438167027065,93.56573384602865,2.6699981689453267
2020-08-07,96.84733581542967,99.98332977294922,94.33399963378906,99.96932983398438,133446000.0,-2.4751944680412197,98.26247732979911,94.60291163126628,5.649330139160156
2020-08-10,94.5713348388672,97.16666412353516,92.38933563232422,96.53333282470705,112834500.0,-2.3500914685975927,97.60609654017857,95.62253392537436,4.7773284912109375
2020-08-11,91.6259994506836,94.66666412353516,91.0,93.06666564941406,129387000.0,-3.1144060652225525,97.0692389351981,96.43373387654623,3.6666641235351562
2020-08-12,103.65066528320312,105.66666412353516,95.66666412353516,98.0,327441000.0,13.123639474177452,97.7336196899414,97.48917821248372,10.0
2020-08-13,108.06666564941406,110.07866668701172,104.48400115966795,107.4000015258789,306379500.0,4.260465047807616,99.00981031145368,98.603333791097,5.594665527343764
2020-08-14,110.04733276367188,111.25333404541016,108.44266510009766,110.99933624267578,188664000.0,1.832819678811437,100.58780997140067,99.58566716512044,2.8106689453125
2020-08-17,122.3759994506836,123.05733489990234,111.52200317382812,111.8000030517578,303634500.0,11.203058154519475,103.8836190359933,100.61691157023112,11.535331726074219
2020-08-18,125.80599975585938,128.25999450683594,123.00733184814452,126.59933471679688,247117500.0,2.802837419569393,108.02057102748326,101.72186711629232,5.2526626586914205
2020-08-19,125.23533630371094,127.4000015258789,122.74732971191406,124.33333587646484,183079500.0,-0.45360591168615016,112.40114266531808,102.86108932495117,4.652671813964844
2020-08-20,133.45533752441406,134.79933166503906,123.8040008544922,124.04533386230467,309177000.0,6.563643667445929,118.37676239013672,104.21120045979818,10.99533081054686
2020-08-21,136.6653289794922,139.69932556152344,135.00332641601562,136.3173370361328,322344000.0,2.4052926729070556,123.09314291817802,105.3341557820638,4.6959991455078125
2020-08-24,134.27999877929688,141.93333435058594,128.50132751464844,141.7519989013672,300954000.0,-1.7453806448256226,126.83790479387555,106.48335571289063,13.4320068359375
2020-08-25,134.8893280029297,135.19667053222656,131.1999969482422,131.65933227539062,159883500.0,0.45377511853743613,130.38676125662667,107.60899988810222,3.996673583984375
2020-08-26,143.54466247558594,144.39999389648438,136.90866088867188,137.3333282470703,213591000.0,6.416619165356252,133.41085597446985,108.95824432373047,7.4913330078125
2020-08-27,149.25,153.0399932861328,142.8333282470703,145.36399841308594,355395000.0,3.9746079206424145,136.75999886648995,110.5984888712565,10.2066650390625
2020-08-28,147.55999755859375,154.5659942626953,145.76800537109375,153.00799560546875,301218000.0,-1.1323299439907841,139.94923618861608,112.181955464681,8.797988891601562
2020-08-31,166.10667419433594,166.7133331298828,146.70333862304688,148.20333862304688,355123200.0,12.56890549105465,144.61371285574776,114.06773351033529,20.009994506835938
2020-09-01,158.35000610351562,167.49667358398438,156.836669921875,167.3800048828125,269523300.0,-4.669690804684601,147.7115238734654,115.86082255045572,10.660003662109375
2020-09-02,149.1233367919922,159.67999267578125,135.0399932861328,159.663330078125,288528300.0,-5.826756524083643,149.83200073242188,117.2930892944336,24.639999389648438
2020-09-03,135.6666717529297,143.93333435058594,134.0,135.7433319091797,262788300.0,-9.023849203316047,149.94304983956474,118.45293401082357,9.933334350585938
2020-09-04,139.44000244140625,142.6666717529297,124.00666809082033,134.27000427246094,330965700.0,2.7813247275265907,149.35666983468192,119.95204518636068,18.66000366210936
2020-09-08,110.06999969482422,122.913330078125,109.95999908447266,118.66666412353516,346397100.0,-21.062824320390796,143.7595269339425,120.19971186319987,12.953330993652344
2020-09-09,122.09333038330078,123.0,113.836669921875,118.86666870117188,238397400.0,10.923349433825734,140.1214316231864,120.98840052286783,9.163330078125
2020-09-10,123.77999877929688,132.99667358398438,120.1866683959961,128.73666381835938,254791800.0,1.3814582587770685,134.07476370675224,121.78304494222006,12.810005187988281
2020-09-11,124.23999786376952,127.5,120.16666412353516,127.3133316040039,182152500.0,0.3716263443279244,129.2019053867885,122.61884485880533,7.333335876464844
2020-09-14,139.8733367919922,140.0,124.43333435058594,126.98332977294922,249061800.0,12.583177074234019,127.88047681535993,124.10182266235351,15.566665649414062
2020-09-15,149.9199981689453,153.97999572753906,143.56666564941406,145.52000427246094,291894600.0,7.182685140266343,129.91666630336218,125.7991559346517,10.413330078125
2020-09-16,147.25332641601562,152.59666442871094,145.10333251953125,146.6233367919922,216837900.0,-1.7787298462508039,131.03285544259208,127.40315577189128,7.4933319091796875
2020-09-17,141.14332580566406,145.92999267578125,136.0,138.53334045410156,230337600.0,-4.149312452942333,135.4719020298549,128.80788879394532,9.92999267578125
2020-09-18,147.38333129882812,150.3333282470703,142.93333435058594,149.31333923339844,259220400.0,4.421041843491591,139.08475930350167,130.4104886372884,7.399993896484375
2020-09-21,149.79666137695312,151.89332580566406,135.69000244140625,151.0433349609375,328430400.0,1.6374511668703073,142.80142538888114,132.17546615600585,16.203323364257812
2020-09-22,141.41000366210938,145.9199981689453,139.1999969482422,143.1999969482422,238742400.0,-5.5986946823462835,145.25428336007255,133.73675511678059,6.720001220703125
2020-09-23,126.7866668701172,137.38333129882812,125.2933349609375,135.05332946777344,285222600.0,-10.341090738483928,143.384759085519,134.90877736409504,12.089996337890625
2020-09-24,129.26333618164062,133.1666717529297,117.0999984741211,121.26667022705078,289683300.0,1.95341463945935,140.43380737304688,135.76253306070964,16.066673278808594
2020-09-25,135.77999877929688,136.2433319091797,130.43333435058594,131.1566619873047,201625500.0,5.041385121376596,138.79476056780135,136.68631083170573,5.80999755859375
2020-09-28,140.39999389648438,142.69332885742188,138.51666259765625,141.5399932861328,149158800.0,3.4025594039789775,138.6885702950614,137.69806620279948,4.176666259765625
2020-09-29,139.69000244140625,142.8333282470703,137.1999969482422,138.6666717529297,150657900.0,-0.5056919415549199,137.5895233154297,138.27519963582355,5.633331298828125
2020-09-30,143.00332641601562,144.64332580566406,140.1566619873047,140.44000244140625,144436800.0,2.371912031427703,136.6190468924386,138.84844385782878,4.486663818359375
2020-10-01,149.3866729736328,149.6266632080078,144.80667114257812,146.9199981689453,152224500.0,4.463774876849502,137.7585710797991,139.65348841349285,4.8199920654296875
2020-10-02,138.3633270263672,146.3766632080078,138.3333282470703,140.4633331298828,214290000.0,-7.379069181901709,139.4123796735491,139.81708806355795,8.0433349609375
2020-10-05,141.89332580566406,144.54666137695312,139.77667236328125,141.11666870117188,134168400.0,2.5512531789757986,141.21666390555245,139.99135462443033,4.769989013671875
2020-10-06,137.9933319091797,142.92666625976562,135.35000610351562,141.26333618164062,147438900.0,-2.748539351192436,141.53285435267858,140.11513239542643,7.57666015625
2020-10-07,141.76666259765625,143.3000030517578,137.9499969482422,139.9566650390625,129383100.0,2.7344297266189477,141.72809273856026,140.34437688191733,5.350006103515625
2020-10-08,141.97332763671875,146.3333282470703,141.76666259765625,146.14666748046875,121263300.0,0.14577830589765917,142.05428205217635,140.29199905395507,4.5666656494140625
2020-10-09,144.6666717529297,144.8633270263672,142.15333557128906,143.3766632080078,86777100.0,1.8970775433979181,142.29190281459265,140.13922144571941,2.709991455078125
2020-10-12,147.43333435058594,149.5800018310547,146.19332885742188,147.3333282470703,116373300.0,1.9124395163948371,142.01285443987166,140.1349993387858,3.3866729736328125
2020-10-13,148.88333129882812,149.6300048828125,145.53334045410156,147.78334045410156,103391100.0,0.9834932884270176,143.51571219308036,139.56088790893554,4.0966644287109375
2020-10-14,153.76666259765625,155.3000030517578,149.11666870117188,149.92666625976562,143639100.0,3.2799718116372834,145.21190316336495,139.40810979207356,6.1833343505859375
2020-10-15,149.6266632080078,152.19000244140625,147.5,150.10333251953125,107017200.0,-2.692390743031925,146.8738076346261,139.42488733927408,4.69000244140625
2020-10-16,146.55667114257812,151.98333740234375,146.28334045410156,151.47999572753906,98327700.0,-2.051768046956881,147.55809456961495,139.78788731892902,5.6999969482421875
2020-10-19,143.61000061035156,149.0,142.9566650390625,148.74667358398438,108863400.0,-2.0106014344170586,147.79190499441964,139.92688725789387,6.0433349609375
2020-10-20,140.64666748046875,143.9166717529297,139.68333435058594,143.9166717529297,94968900.0,-2.0634587544658856,147.21761866978235,140.94610951741535,4.23333740234375
2020-10-21,140.8800048828125,144.31666564941406,140.4166717529297,140.89999389648438,97111500.0,0.16590325709362475,146.28142874581474,141.57233200073242,3.899993896484375
2020-10-22,141.92999267578125,148.41000366210938,141.50332641601562,147.30667114257812,119979600.0,0.7453064711647084,145.28809465680803,142.1773317972819,6.90667724609375
2020-10-23,140.2100067138672,140.9633331298828,135.7933349609375,140.6133270263672,101151000.0,-1.2118551755604834,143.35142953055245,142.70966542561848,5.1699981689453125
2020-10-26,140.0933380126953,141.9199981689453,136.6666717529297,137.2100067138672,84717600.0,-0.08320996760948773,141.9895259312221,142.7169987996419,5.253326416015625
2020-10-27,141.55999755859375,143.5,140.03334045410156,141.25332641601562,68059500.0,1.0469159823756513,141.27571541922433,142.4383321126302,3.4666595458984375
